,Timestamp,MemoryUsed,ReadThroughput_avg_1minute,ReadCount,WriteThroughput_avg_1minute,WriteCount,PendingTasks,WaitingOnCommit1,ReadThroughput,WriteThroughput
34,2019-11-19 11:37:42.2,798525608,106.55592480660864,2936870,19.39627620670916,240900,0,0.0,28.0,5.0
35,2019-11-19 11:37:43.224,804558800,106.55592480660864,2937088,19.39627620670916,240912,0,0.0,218.0,12.0
36,2019-11-19 11:37:44.251,529367600,106.55592480660864,2937407,19.39627620670916,240929,0,0.0,319.0,17.0
37,2019-11-19 11:37:45.279,540003728,106.55592480660864,2937945,19.39627620670916,240952,0,0.0,538.0,23.0
38,2019-11-19 11:37:46.301,552723200,106.55592480660864,2938619,19.39627620670916,240983,0,0.0,674.0,31.0
39,2019-11-19 11:37:47.325,566066088,134.1281347003059,2939273,19.716396286264235,241022,0,0.0,654.0,39.0
40,2019-11-19 11:37:48.348,579928944,134.1281347003059,2939949,19.716396286264235,241060,0,0.0,676.0,38.0
41,2019-11-19 11:37:49.375,592040376,134.1281347003059,2940617,19.716396286264235,241102,0,0.0,668.0,42.0
42,2019-11-19 11:37:50.4,606737176,134.1281347003059,2941313,19.716396286264235,241132,0,0.0,696.0,30.0
43,2019-11-19 11:37:51.423,621177888,134.1281347003059,2942051,19.716396286264235,241171,0,0.0,738.0,39.0
44,2019-11-19 11:37:52.447,635319184,177.5817458228365,2942755,21.066334704362507,241208,0,0.0,704.0,37.0
45,2019-11-19 11:37:53.469,649212576,177.5817458228365,2943440,21.066334704362507,241249,0,0.0,685.0,41.0
46,2019-11-19 11:37:54.493,662656480,177.5817458228365,2944155,21.066334704362507,241285,0,0.0,715.0,36.0
47,2019-11-19 11:37:55.517,678384472,177.5817458228365,2944881,21.066334704362507,241336,0,0.0,726.0,51.0
48,2019-11-19 11:37:56.543,692998496,177.5817458228365,2945579,21.066334704362507,241368,0,0.0,698.0,32.0
49,2019-11-19 11:37:57.568,707737112,219.47993208049166,2946380,22.436266942620453,241404,0,0.0,801.0,36.0
50,2019-11-19 11:37:58.591,723936960,219.47993208049166,2947144,22.436266942620453,241437,0,0.0,764.0,33.0
51,2019-11-19 11:37:59.616,737641672,219.47993208049166,2947888,22.436266942620453,241470,0,0.0,744.0,33.0
52,2019-11-19 11:38:00.638,753775680,219.47993208049166,2948664,22.436266942620453,241518,0,0.0,776.0,48.0
53,2019-11-19 11:38:01.66,768779120,219.47993208049166,2949436,22.436266942620453,241564,0,0.0,772.0,46.0
54,2019-11-19 11:38:02.683,782515632,261.99392136433187,2950165,23.66468321270205,241601,0,0.0,729.0,37.0
55,2019-11-19 11:38:03.703,800066624,261.99392136433187,2950995,23.66468321270205,241636,0,0.0,830.0,35.0
56,2019-11-19 11:38:04.725,535323096,261.99392136433187,2951928,23.66468321270205,241671,0,0.0,933.0,35.0
57,2019-11-19 11:38:05.753,553586784,261.99392136433187,2952911,23.66468321270205,241717,0,0.0,983.0,46.0
58,2019-11-19 11:38:06.775,570938016,261.99392136433187,2953773,23.66468321270205,241772,0,0.0,862.0,55.0
59,2019-11-19 11:38:07.799,589338960,309.36009615879385,2954703,25.17866755060966,241814,0,0.0,930.0,42.0
60,2019-11-19 11:38:08.824,606304904,309.36009615879385,2955627,25.17866755060966,241866,0,0.0,924.0,52.0
61,2019-11-19 11:38:09.847,624751912,309.36009615879385,2956586,25.17866755060966,241909,0,0.0,959.0,43.0
62,2019-11-19 11:38:10.882,644664856,309.36009615879385,2957550,25.17866755060966,241959,0,0.0,964.0,50.0
63,2019-11-19 11:38:11.905,663924280,309.36009615879385,2958538,25.17866755060966,242013,0,0.0,988.0,54.0
64,2019-11-19 11:38:12.933,681739680,358.74385621870596,2959482,26.84344937479813,242074,0,0.0,944.0,61.0
65,2019-11-19 11:38:13.954,699637016,358.74385621870596,2960432,26.84344937479813,242119,0,0.0,950.0,45.0
66,2019-11-19 11:38:14.983,720017808,358.74385621870596,2961601,26.84344937479813,242173,0,0.0,1169.0,54.0
67,2019-11-19 11:38:16.011,742784280,358.74385621870596,2962838,26.84344937479813,242238,0,0.0,1237.0,65.0
68,2019-11-19 11:38:17.036,763837616,358.74385621870596,2963995,26.84344937479813,242296,0,0.0,1157.0,58.0
69,2019-11-19 11:38:18.064,787419864,415.6127575432295,2965177,29.142696213277645,242358,0,0.0,1182.0,62.0
70,2019-11-19 11:38:19.114,807380016,415.6127575432295,2966189,29.142696213277645,242418,0,0.0,1012.0,60.0
71,2019-11-19 11:38:20.135,546764456,415.6127575432295,2967341,29.142696213277645,242485,0,0.0,1152.0,67.0
72,2019-11-19 11:38:21.16,571449648,415.6127575432295,2968629,29.142696213277645,242538,0,0.0,1288.0,53.0
73,2019-11-19 11:38:22.188,594817096,473.3396701440212,2969846,31.370043244393802,242594,0,0.0,1217.0,56.0
74,2019-11-19 11:38:23.215,618870080,473.3396701440212,2971091,31.370043244393802,242648,0,0.0,1245.0,54.0
75,2019-11-19 11:38:24.24,647653352,473.3396701440212,2972307,31.370043244393802,242699,0,0.0,1216.0,51.0
76,2019-11-19 11:38:25.262,676813576,473.3396701440212,2973392,31.370043244393802,242758,0,0.0,1085.0,59.0
77,2019-11-19 11:38:26.284,706486024,473.3396701440212,2974565,31.370043244393802,242814,0,0.0,1173.0,56.0
78,2019-11-19 11:38:27.305,738248520,528.817678983147,2975844,33.41930143981343,242883,0,0.0,1279.0,69.0
79,2019-11-19 11:38:28.327,770085344,528.817678983147,2977141,33.41930143981343,242956,0,0.0,1297.0,73.0
80,2019-11-19 11:38:29.357,796861336,528.817678983147,2978235,33.41930143981343,243010,0,0.0,1094.0,54.0
81,2019-11-19 11:38:30.386,540627728,528.817678983147,2979295,33.41930143981343,243060,0,0.0,1060.0,50.0
82,2019-11-19 11:38:31.413,566266264,528.817678983147,2980419,33.41930143981343,243131,0,0.0,1124.0,71.0
83,2019-11-19 11:38:32.442,592925984,575.6382562427689,2981561,35.512594518606384,243199,0,0.0,1142.0,68.0
84,2019-11-19 11:38:33.467,615681552,575.6382562427689,2982618,35.512594518606384,243247,0,0.0,1057.0,48.0
85,2019-11-19 11:38:34.489,643300344,575.6382562427689,2983777,35.512594518606384,243309,0,0.0,1159.0,62.0
86,2019-11-19 11:38:35.519,665237408,575.6382562427689,2984686,35.512594518606384,243359,0,0.0,909.0,50.0
87,2019-11-19 11:38:36.539,687921200,575.6382562427689,2985708,35.512594518606384,243416,0,0.0,1022.0,57.0
88,2019-11-19 11:38:37.565,710368560,610.943583942175,2986754,37.18265925074589,243485,0,0.0,1046.0,69.0
89,2019-11-19 11:38:38.593,733652224,610.943583942175,2987822,37.18265925074589,243531,0,0.0,1068.0,46.0
90,2019-11-19 11:38:39.616,759127624,610.943583942175,2989013,37.18265925074589,243595,0,0.0,1191.0,64.0
91,2019-11-19 11:38:40.638,786364776,610.943583942175,2990178,37.18265925074589,243666,0,0.0,1165.0,71.0
92,2019-11-19 11:38:41.691,530609704,610.943583942175,2991353,37.18265925074589,243734,0,0.0,1175.0,68.0
93,2019-11-19 11:38:42.713,555364744,650.6700295332548,2992522,39.13496202354777,243791,0,0.0,1169.0,57.0
94,2019-11-19 11:38:43.735,581187920,650.6700295332548,2993645,39.13496202354777,243844,0,0.0,1123.0,53.0
95,2019-11-19 11:38:44.759,605409384,650.6700295332548,2994729,39.13496202354777,243901,0,0.0,1084.0,57.0
96,2019-11-19 11:38:45.788,631052160,650.6700295332548,2995824,39.13496202354777,243961,0,0.0,1095.0,60.0
97,2019-11-19 11:38:46.811,654988048,650.6700295332548,2996928,39.13496202354777,244025,0,0.0,1104.0,64.0
98,2019-11-19 11:38:47.837,680020848,686.1487190684365,2998092,40.54738047555024,244086,0,0.0,1164.0,61.0
99,2019-11-19 11:38:48.858,705450056,686.1487190684365,2999262,40.54738047555024,244143,0,0.0,1170.0,57.0
100,2019-11-19 11:38:49.882,731323992,686.1487190684365,3000415,40.54738047555024,244207,0,0.0,1153.0,64.0
101,2019-11-19 11:38:50.904,757591864,686.1487190684365,3001599,40.54738047555024,244265,0,0.0,1184.0,58.0
102,2019-11-19 11:38:51.926,781400288,686.1487190684365,3002707,40.54738047555024,244326,0,0.0,1108.0,61.0
103,2019-11-19 11:38:52.949,806791040,720.9814722528047,3003795,41.990788237101725,244374,0,0.0,1088.0,48.0
104,2019-11-19 11:38:53.975,547944816,720.9814722528047,3004893,41.990788237101725,244429,0,0.0,1098.0,55.0
105,2019-11-19 11:38:55.002,571018664,720.9814722528047,3006012,41.990788237101725,244498,0,0.0,1119.0,69.0
106,2019-11-19 11:38:56.03,608678712,720.9814722528047,3007146,41.990788237101725,244557,0,0.0,1134.0,59.0
107,2019-11-19 11:38:57.061,632997176,720.9814722528047,3008275,41.990788237101725,244626,0,0.0,1129.0,69.0
108,2019-11-19 11:38:58.085,658480208,750.6144935880502,3009404,43.33477860322393,244681,0,0.0,1129.0,55.0
109,2019-11-19 11:38:59.107,684551824,750.6144935880502,3010586,43.33477860322393,244735,0,0.0,1182.0,54.0
110,2019-11-19 11:39:00.128,709183312,750.6144935880502,3011752,43.33477860322393,244787,0,0.0,1166.0,52.0
111,2019-11-19 11:39:01.148,733945976,750.6144935880502,3012854,43.33477860322393,244856,0,0.0,1102.0,69.0
112,2019-11-19 11:39:02.174,760563184,780.6926259611821,3014053,44.459371613371324,244921,0,0.0,1199.0,65.0
113,2019-11-19 11:39:03.197,785493592,780.6926259611821,3015236,44.459371613371324,244977,0,0.0,1183.0,56.0
114,2019-11-19 11:39:04.22,811450064,780.6926259611821,3016372,44.459371613371324,245023,0,0.0,1136.0,46.0
115,2019-11-19 11:39:05.243,555311096,780.6926259611821,3017453,44.459371613371324,245080,0,0.0,1081.0,57.0
116,2019-11-19 11:39:06.264,584168696,780.6926259611821,3018699,44.459371613371324,245150,0,0.0,1246.0,70.0
117,2019-11-19 11:39:07.286,616071640,810.1088754146443,3019936,45.57400271645929,245217,0,0.0,1237.0,67.0
