,Timestamp,MemoryUsed,ReadThroughput_avg_1minute,ReadCount,WriteThroughput_avg_1minute,WriteCount,PendingTasks,WaitingOnCommit1,ReadThroughput,WriteThroughput
22,2019-11-19 11:37:29.714,605308240,142.7563350084113,3178194,25.829797272228408,254494,0,0.0,1.0,0.0
34,2019-11-19 11:37:42.207,616164960,120.85534123493014,3178223,21.864451348570785,254494,0,0.0,29.0,0.0
35,2019-11-19 11:37:43.232,622781952,120.85534123493014,3178453,21.864451348570785,254502,0,0.0,230.0,8.0
36,2019-11-19 11:37:44.257,630940432,119.44369809157223,3178773,20.468070917818107,254518,0,0.0,320.0,16.0
37,2019-11-19 11:37:45.284,642794376,119.44369809157223,3179393,20.468070917818107,254543,0,0.0,620.0,25.0
38,2019-11-19 11:37:46.307,656423216,119.44369809157223,3180102,20.468070917818107,254579,0,0.0,709.0,36.0
39,2019-11-19 11:37:47.331,670331488,119.44369809157223,3180797,20.468070917818107,254626,0,0.0,695.0,47.0
40,2019-11-19 11:37:48.357,684935672,119.44369809157223,3181542,20.468070917818107,254670,0,0.0,745.0,44.0
41,2019-11-19 11:37:49.381,699794672,163.36780278773074,3182249,21.629979814149124,254704,0,0.0,707.0,34.0
42,2019-11-19 11:37:50.407,713899800,163.36780278773074,3183009,21.629979814149124,254750,0,0.0,760.0,46.0
43,2019-11-19 11:37:51.429,728160264,163.36780278773074,3183755,21.629979814149124,254805,0,0.0,746.0,55.0
44,2019-11-19 11:37:52.452,743289824,163.36780278773074,3184554,21.629979814149124,254851,0,0.0,799.0,46.0
45,2019-11-19 11:37:53.475,759593840,163.36780278773074,3185347,21.629979814149124,254892,0,0.0,793.0,41.0
46,2019-11-19 11:37:54.499,772750976,210.33628798142053,3186130,23.546516809455763,254942,0,0.0,783.0,50.0
47,2019-11-19 11:37:55.524,788935920,210.33628798142053,3186911,23.546516809455763,254986,0,0.0,781.0,44.0
48,2019-11-19 11:37:56.549,804004304,210.33628798142053,3187701,23.546516809455763,255036,0,0.0,790.0,50.0
49,2019-11-19 11:37:57.573,818296576,210.33628798142053,3188454,23.546516809455763,255067,0,0.0,753.0,31.0
50,2019-11-19 11:37:58.596,833437576,210.33628798142053,3189277,23.546516809455763,255102,0,0.0,823.0,35.0
51,2019-11-19 11:37:59.622,558525104,254.84466093047988,3190042,24.78210910397164,255133,0,0.0,765.0,31.0
52,2019-11-19 11:38:00.644,573808744,254.84466093047988,3190891,24.78210910397164,255187,0,0.0,849.0,54.0
53,2019-11-19 11:38:01.665,590469648,254.84466093047988,3191796,24.78210910397164,255240,0,0.0,905.0,53.0
54,2019-11-19 11:38:02.688,605245256,254.84466093047988,3192617,24.78210910397164,255269,0,0.0,821.0,29.0
55,2019-11-19 11:38:03.708,620947848,254.84466093047988,3193497,24.78210910397164,255317,0,0.0,880.0,48.0
56,2019-11-19 11:38:04.733,639963856,301.7590275351532,3194436,26.33467793722752,255363,0,0.0,939.0,46.0
57,2019-11-19 11:38:05.758,657531200,301.7590275351532,3195386,26.33467793722752,255424,0,0.0,950.0,61.0
58,2019-11-19 11:38:06.78,674843800,301.7590275351532,3196380,26.33467793722752,255482,0,0.0,994.0,58.0
59,2019-11-19 11:38:07.807,695537608,301.7590275351532,3197429,26.33467793722752,255538,0,0.0,1049.0,56.0
60,2019-11-19 11:38:08.829,712477336,301.7590275351532,3198358,26.33467793722752,255590,0,0.0,929.0,52.0
61,2019-11-19 11:38:09.854,732161216,353.9093362913195,3199387,28.48271048892825,255643,0,0.0,1029.0,53.0
62,2019-11-19 11:38:10.888,751291432,353.9093362913195,3200411,28.48271048892825,255710,0,0.0,1024.0,67.0
63,2019-11-19 11:38:11.915,769542536,353.9093362913195,3201417,28.48271048892825,255772,0,0.0,1006.0,62.0
64,2019-11-19 11:38:12.938,788927448,353.9093362913195,3202393,28.48271048892825,255808,0,0.0,976.0,36.0
65,2019-11-19 11:38:13.958,820971096,353.9093362913195,3203438,28.48271048892825,255861,0,0.0,1045.0,53.0
66,2019-11-19 11:38:14.988,561879576,404.73635542282096,3204680,30.458995840562483,255921,0,0.0,1242.0,60.0
67,2019-11-19 11:38:16.017,585372512,404.73635542282096,3205999,30.458995840562483,255983,0,0.0,1319.0,62.0
